category,product_name,brand,price,rating_avg,rating_count,scrape_date
GPU,GIGABYTE WindForce GeForce RTX 5070 Ti Graphics Card GV-N507TWF3-16G,Unknown,749.99,4.8,180,2026-01-15
GPU,Yeston Sakura Nvidia GeForce RTX 5070 Graphics Card GDDR7 12G 192bit Gaming GPU PCI-Express 5.0 video cards Desktop computer PC video gaming graphics card,Unknown,849.00,,,2026-01-15
GPU,MSI Ventus GeForce RTX 5070 Ti Graphics Card RTX 5070 TI 16G VENTUS 3X OC,Unknown,859.99,4.6,84,2026-01-15
GPU,GIGABYTE WindForce GeForce RTX 5070 Ti Graphics Card GV-N507TWF3OC-16GD,Unknown,829.99,4.8,180,2026-01-15
SSD,"WD_BLACK 1TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS100T2X0E",Unknown,255.00,4.8,"1,237",2026-01-15
SSD,"Patriot P400 Lite M.2 PCIe Gen 4 x4 SSD - 2TB Solid State Drive - P400LP2KGM28H Up to 3,500MB/s",Unknown,179.99,,,2026-01-15
SSD,"SAMSUNG 990 PRO 2TB SSD, PCIe Gen4 M.2 2280, Seq. Read Speeds Up-to 7,450MB/s for High End Computing, Gaming, and Heavy Duty Workstations (MZ-V9P2T0B/AM) Non-Heatsink",Unknown,350.00,4.7,863,2026-01-15
SSD,"KingSpec P3 SSD 512GB Internal 2.5"" Solid State Drive 2.5 Inch SATA III 3D NAND Flash Data Storage, Speed up to 560MB/s, laptop PC Desktop compatible, Black",Unknown,69.99,3.2,179,2026-01-15
SSD,KingSpec XG 7000 2TB M.2 2280 PCIe Gen 4.0x4 NVME 1.4 Speed up to 7400MB/s Write Speed Up to 6600MB/s Internal Solid State Drive for PS5 PC Desktop Laptop Game-Player Non-Heatsink,Unknown,232.99,4.1,229,2026-01-15
SSD,SAMSUNG 990 PRO SSD 4TB,Unknown,539.99,4.7,863,2026-01-15
SSD,"WD_BLACK 2TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS200T2X0E",Unknown,499.99,4.8,"1,237",2026-01-15
SSD,KingSpec XG 7000 4TB M.2 2280 PCIe Gen 4.0x4 NVME 1.4 Speed up to 7400MB/s Write Speed Up to 6600MB/s Internal Solid State Drive for PS5 PC Desktop Laptop Game-Player Non-Heatsink,Unknown,370.99,4.1,229,2026-01-15
SSD,Team Group T-FORCE G50 M.2 2280 512GB PCIe 4.0 x4 with NVMe 1.4 TLC Internal Solid State Drive (SSD) TM8FFE512G0C129,Unknown,82.99,4.5,83,2026-01-15
SSD,KingSpec XG 7000 1TB M.2 2280 PCIe Gen 4.0x4 NVME 1.4 Speed up to 7400MB/s Write Speed Up to 6600MB/s Internal Solid State Drive for PS5 PC Desktop Laptop Game-Player Non-Heatsink,Unknown,150.99,4.1,229,2026-01-15
SSD,"WD_BLACK 8TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS800T2X0E",Unknown,"1,979.99",4.8,"1,237",2026-01-15
SSD,"KingSpec P3 SSD 2TB Internal 2.5"" Solid State Drive 2.5 Inch SATA III 3D NAND Flash Data Storage, Speed up to 560MB/s, laptop PC Desktop compatible, Black",Unknown,210.99,3.2,179,2026-01-15
SSD,KingSpec XG 7000 512GB M.2 2280 PCIe Gen 4.0x4 NVME 1.4 Speed up to 7400MB/s Write Speed Up to 6600MB/s Internal Solid State Drive for PS5 PC Desktop Laptop Game-Player Non-Heatsink,Unknown,97.99,4.1,229,2026-01-15
SSD,"SAMSUNG 870 EVO Series 2.5"" 500GB SATA III V-NAND Internal Solid State Drive (SSD) MZ-77E500B/AM",Unknown,149.99,4.7,"1,514",2026-01-15
SSD,"SAMSUNG SSD 9100 PRO 2TB, PCIe 5.0x4 M.2 2280, Seq. Read Speeds Up to 14,800MB/s, Best for AI Computing, Gaming, and Heavy Duty Workstations (MZ- VAP2T0B/AM)",Unknown,394.99,4.8,83,2026-01-15
SSD,4TB* WD_BLACK™ SN8100 PCIe® 5.0x4 NVMe™ M.2 SSD - WDS400T1X0M-00CMT0,Unknown,900.00,4.8,29,2026-01-15
SSD,"Patriot Viper VP4300 Lite M.2 PCIe Gen 4 x4 2TB SSD, Solid State Drive - VP4300L2TBM28H Up to 7,400MB/s",Unknown,246.99,4.9,10,2026-01-15
SSD,"Silicon Power 2TB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"" 7mm (0.28"") SSD Internal Solid State Drive (SU002TBSS3A55S25SN)",Unknown,194.79,4.4,189,2026-01-15
SSD,"Patriot P400 Lite M.2 PCIe Gen 4 x4 1TB SSD, Solid State Drive - P400LP1KGM28H Up to 3,500MB/s",Unknown,119.99,4.4,21,2026-01-15
SSD,Team Group T-FORCE G50 M.2 2280 1TB PCIe 4.0 x4 with NVMe 1.4 TLC Internal Solid State Drive (SSD) TM8FFE001T0C129,Unknown,145.99,4.5,83,2026-01-15
SSD,"SAMSUNG SSD 990 PRO with Heatsink 2TB, PCIe 4.0, Sew. Read Speeds Up-to 7,450MB/s, Compatible with PlayStation®5 (MZ-V9P2T0CW)",Unknown,349.95,4.7,863,2026-01-15
SSD,"ONEBOOM Gaming Series 2.5 inch SATA SSD 512GB Solid State Drive Internal 560MB/s SATA III 3D NAND Flash For PC, Laptop, Desktop",Unknown,71.99,5.0,2,2026-01-15
SSD,"SAMSUNG SSD 9100 PRO 1TB, PCIe 5.0x4 M.2 2280, Seq. Read Speeds Up to 14,800MB/s, Best for AI Computing, Gaming, and Heavy Duty Workstations (MZ- VAP1T0B/AM)",Unknown,289.00,4.8,83,2026-01-15
SSD,"Gigastone 2-Pack 1TB SSD SATA III 6Gb/s. 3D NAND 2.5"" Internal Solid State Drive, Read up to 520MB/s. Compatible with PC, Desktop and Laptop, 2.5 inch 7mm (0.28)",Unknown,309.99,,,2026-01-15
SSD,"SK hynix Platinum P51 1TB PCIe Gen5 NVMe M.2 2280 Internal SSD I Up to 14,700 MB/s Read, 13,400 MB/s Write I Powered by 238-Layer NAND Flash",Unknown,199.99,5.0,9,2026-01-15
SSD,"Crucial T705 2TB PCIe Gen5 NVMe M.2 SSD - Up to 14,500 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT2000T705SSD3",Unknown,366.64,4.4,41,2026-01-15
SSD,"Seagate FireCuda 520N SSD 1TB Solid State Drive M.2 2230, PCIe Gen4 x4 NVMe Up to 4750MB/s, Compatible with Steam Deck, Microsoft Surface, Laptops (ZP1024GV3A002)",Unknown,148.99,5.0,2,2026-01-15
SSD,"Crucial T500 2TB Gen4 NVMe M.2 Internal Gaming SSD with Heatsink, Up to 7400MB/s, PlayStation 5 Compatible + 1mo Adobe CC All Apps- CT2000T500SSD5",Unknown,311.75,4.8,51,2026-01-15
SSD,"SAMSUNG SSD 9100 PRO with Heatsink 2TB, PCIe 5.0x4 M.2 2280, Seq. Read Speeds Up to 14,800/13,400 MB/s, Best for AI Computing, Gaming, and Heavy Duty Workstations (MZ- VAP2T0CW)",Unknown,479.00,4.8,83,2026-01-15
SSD,"Gigastone Game Pro 1TB SSD SATA III 6Gb/s. 3D NAND 2.5"" Internal Solid State Drive, Read up to 540MB/s. Compatible with PS4, PC, Desktop and Laptop, 2.5 inch 7mm (0.28)",Unknown,169.99,5.0,2,2026-01-15
SSD,"Gigastone 256GB 2.5"" Internal SSD, 3D NAND Solid State Drive, SATA III 6Gb/s 2.5 inch 7mm (0.28”), Read up to 550MB/s",Unknown,59.99,4.5,12,2026-01-15
SSD,SAMSUNG 990 EVO PLUS SSD 1TB,Unknown,238.50,4.8,392,2026-01-15
SSD,"Gigastone Game Pro 2-Pack 1TB SSD SATA III 6Gb/s. 3D NAND 2.5"" Internal Solid State Drive, Read up to 540MB/s. Compatible with PS4, PC, Desktop and Laptop, 2.5 inch 7mm (0.28)",Unknown,312.99,5.0,2,2026-01-15
SSD,"Crucial BX500 4TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT4000BX500SSD1, Solid State Drive",Unknown,348.99,4.6,750,2026-01-15
SSD,"SAMSUNG 990 EVO PLUS SSD 2TB, PCIe Gen 4x4 | Gen 5x2 M.2 2280, Speeds Up-to 7,250 MB/s, Upgrade Storage for PC/Laptops, HMB Technology and Intelligent Turbowrite 2.0 (MZ-V9S2T0B/AM)",Unknown,344.95,4.8,392,2026-01-15
SSD,"KingSpec M.2 2280 2TB PCIe Gen 4x4 with NVMe 1.4 3D NAND Laptop & Desktop Internal Solid State Drive NVMe SSD R/W up to 5,100/4,600 MB/s",Unknown,218.99,4.2,31,2026-01-15
SSD,SAMSUNG 990 EVO PLUS SSD 4TB (MZ-V9S4T0B/AM),Unknown,499.95,4.8,392,2026-01-15
SSD,"KingSpec M.2 2280 1TB PCIe Gen3 x4, NVMe 1.3 3D NAND Internal Solid State Drive (SSD), up to 3000MB/s",Unknown,121.99,3.5,31,2026-01-15
SSD,"SAMSUNG 870 QVO Series 2.5"" 8TB SATA III Samsung 4-bit QLC V-NAND Internal Solid State Drive (SSD) MZ-77Q8T0B/AM",Unknown,"1,146.65",4.7,469,2026-01-15
SSD,VisionTek DLX4 512 GB Solid State Drive - M.2 2230 Internal - PCI Express NVMe (PCI Express NVMe 4.0 x4),Unknown,115.00,,,2026-01-15
SSD,"Silicon Power 1TB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"" 7mm (0.28"") SSD Internal Solid State Drive (SU001TBSS3A55S25SN)",Unknown,116.79,4.4,189,2026-01-15
SSD,"ONEBOOM Gaming Series 2.5 inch SATA SSD 2TB Solid State Drive Internal 560MB/s SATA III 3D NAND Flash For PC, Laptop, Desktop 2TB",Unknown,215.99,5.0,2,2026-01-15
SSD,"KingSpec XG7000 8TB 2280 SSD M.2 NVMe PCIe 4.0, Up to 7400MB/s, Internal Solid State Disk for PS5",Unknown,827.99,4.1,229,2026-01-15
SSD,WD_BLACK SN7100 M.2 2280 4TB PCI-Express 4.0 x4 TLC 3D NAND Internal Solid State Drive (SSD) WDS400T4X0E,Unknown,729.99,4.9,8,2026-01-15
SSD,"SAMSUNG 980 PRO SSD 2TB, PCIe 4.0 M.2 2280, Speeds Up-to 6,400MB/s Best for High End Computing, Gaming, and Heavy Duty Workstations (MZV8P2T0B/AM)",Unknown,359.99,4.8,"2,148",2026-01-15
SSD,"Silicon Power 2TB UD90 NVMe 4.0 Gen4 PCIe M.2 SSD R/W up to 5,000/4,800 MB/s",Unknown,229.79,4.2,76,2026-01-15
SSD,KingSpec M.2 2280 1TB SSD NGFF M.2 SATA III 6Gb/s Internal Solid State Drive Hard Disk Data Storage for PC Desktop Laptop Ultrabook,Unknown,117.99,3.2,6,2026-01-15
SSD,"WD Blue SN5100 2TB NVMe SSD, PCIe Gen 4.0, up to 7,100 MB/s read speeds",Unknown,337.00,4.3,6,2026-01-15
SSD,Kingston NV3 M.2 2280 500GB PCIe 4.0 x4 NVMe Internal Solid State Drive (SSD) SNV3S/500G up to Up to 6000 MB/s,Unknown,97.90,4.7,89,2026-01-15
SSD,Kingston NV3 M.2 2280 2TB PCIe 4.0 x4 NVMe Internal Solid State Drive (SSD) SNV3S/2000G Up to 6000 MB/s,Unknown,270.00,4.7,89,2026-01-15
SSD,"WD_BLACK 2TB SN8100 NVMe SSD Internal Solid State Drive - Gen 5 PCIe 5.0x4, M.2 2280, Seq. Read Speeds Up to 14,900 MB/s, Best for AI Applications, Gaming, and Video Editing - WDS200T1X0M",Unknown,499.00,4.8,29,2026-01-15
SSD,"WD_BLACK 2TB SN850X NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with Playstation 5, Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS200T2XHE",Unknown,519.99,4.8,"1,237",2026-01-15
SSD,"Silicon Power 4TB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"" 7mm (0.28"") SSD Internal Solid State Drive (SU004TBSS3A55S25NE)",Unknown,304.79,4.4,189,2026-01-15
SSD,"Patriot P300 M.2 2280 512GB PCIe Gen3 x4, NVMe 1.3 Internal Solid State Drive (SSD) P300P512GM28",Unknown,64.99,4.4,47,2026-01-15
SSD,"SAMSUNG SSD 9100 PRO with Heatsink 1TB, PCIe 5.0x4 M.2 2280, Seq. Read Speeds Up to 14,800/13,400 MB/s, Best for AI Computing, Gaming, and Heavy Duty Workstations (MZ- VAP1T0CW)",Unknown,319.50,4.8,83,2026-01-15
SSD,"Silicon Power Ace A55 2.5"" 512GB SATA III 3D NAND Internal Solid State Drive (SSD) SU512GBSS3A55S25NE",Unknown,75.99,4.4,189,2026-01-15
SSD,"Team Group T-FORCE Z440 LITE M.2 2280 500GB Gaming SSD with Graphene Heat Spreader PCIe 4.0 x4 with NVMe 1.4 TLC NAND, PS5 compatible, Speed up to 5,000 MB/s (TM8FFT500G0C129)",Unknown,64.99,4.0,3,2026-01-15
SSD,"Crucial P510 1TB Gen5 NVMe SSD, Up to 11,000 MB/s, PCIe 5.0 M.2 2280 SSD, Internal Solid State Drive, Compatible with Laptop, CT1000P510SSD8",Unknown,209.95,5.0,1,2026-01-15
SSD,"WD_BLACK 1TB SN850X NVMe Internal Gaming Solid State Drive with Heatsink - Works with Playstation 5, Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS100T2XHE",Unknown,299.99,4.8,"1,237",2026-01-15
SSD,"Silicon power 128GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"" 7mm (0.28"") Internal Solid State Drive",Unknown,25.79,4.4,189,2026-01-15
SSD,"Western Digital WD_BLACK SN770 M.2 2280 1TB PCIe Gen4 16GT/s, up to 4 Lanes Internal Solid State Drive (SSD) WDS100T3X0E",Unknown,199.99,4.8,261,2026-01-15
SSD,KingSpec mSATA SSD Internal Solid State Drive 1TB Data Storage SATA Hard Drives 3D NAND Flash PC Desktop Laptop Notebook Computer Upgrade,Unknown,110.99,3.9,22,2026-01-15
SSD,"Crucial P3 Plus 1TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 5000MB/s - CT1000P3PSSD8",Unknown,259.75,4.7,374,2026-01-15
SSD,"WD_BLACK 1TB SN770M M.2 2230 NVMe SSD for Handheld Gaming Devices, Speeds up to 5,150MB/s, TLC 3D NAND, Great for Steam Deck and Microsoft Surface - WDBDNH0010BBK-WRSN",Unknown,199.99,5.0,6,2026-01-15
SSD,"WD_BLACK 8TB SN850X NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with Playstation 5, Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS800T2XHE",Unknown,"2,019.99",4.8,"1,237",2026-01-15
SSD,"WD Blue SN5100 1TB NVMe SSD, PCIe Gen 4.0, up to 7,100 MB/s read speeds",Unknown,189.99,4.3,6,2026-01-15
SSD,"Silicon Power 2TB UD90 NVMe 4.0 Gen4 PCIe M.2 SSD R/W up to 5,000/4,800 MB/s with Heatsink (SP02KGBP44UD9005AC",Unknown,234.79,4.2,76,2026-01-15
SSD,"PNY CS900 2.5"" 4TB SATA III 3D NAND Internal Solid State Drive (SSD) SSD7CS900-4TB-RB",Unknown,310.99,4.2,166,2026-01-15
SSD,"Western Digital 4TB WD Blue SN5000 NVMe SSD, PCIe Gen 4.0, up to 5,500 MB/s Read Speeds Internal Solid State Drive (SSD) WDS400T4B0E",Unknown,669.99,4.6,75,2026-01-15
SSD,"WD_BLACK SN8100 NVMe SSD - 4TB, With Heatsink, M.2 2280 PCI-Express 5.0 x4 Internal Solid State Drive (SSD) WDS400T1XHM-00CMT0",Unknown,"1,169.99",4.8,29,2026-01-15
SSD,"WD Blue 4TB SA510 2.5"" Internal Solid State Drive SSD - WDS400T3B0A",Unknown,689.99,4.2,272,2026-01-15
SSD,Western Digital WD_Blue SN580 M.2 2280 2TB PCI-Express 4.0 x4 TLC Internal Solid State Drive (SSD) WDS200T3B0E,Unknown,225.00,4.6,75,2026-01-15
SSD,"Silicon Power 1TB UD90 2230 NVMe 4.0 Gen4 PCIe M.2 SSD R/W up to 4,900/3,200MB/s Solid State Drive Compatible with Steam Deck (SU01KGBP44UD9007MN)",Unknown,126.79,5.0,3,2026-01-15
SSD,Team Group T-FORCE G70 PRO (Aluminum) M.2 2280 1TB PCIe 4.0 x4 with NVMe 1.4 TLC Internal Solid State Drive (SSD) TM8FFH001T0C128,Unknown,119.99,4.7,9,2026-01-15
SSD,Kingston KC3000 M.2 2280 4096GB PCIe 4.0 x4 NVMe 3D TLC Internal Solid State Drive (SSD) SKC3000D/4096G,Unknown,800.25,4.8,106,2026-01-15
SSD,"SAMSUNG 870 EVO SATA SSD 250GB 2.5” Internal Solid State Drive, Upgrade Desktop PC or Laptop Memory and Storage for IT Pros, Creators, Everyday Users, MZ-77E250B/AM",Unknown,129.50,4.7,"1,514",2026-01-15
SSD,Kingston KC3000 M.2 2280 512GB PCIe 4.0 x4 NVMe 3D TLC Internal Solid State Drive (SSD) SKC3000S/512G,Unknown,203.16,4.8,106,2026-01-15
SSD,"Patriot Memory P220 2.5"" 512GB SATA III TLC Internal Solid State Drive (SSD) P220S512G25",Unknown,62.99,,,2026-01-15
SSD,"WD Blue 500GB SA510 2.5"" Internal Solid State Drive SSD - WDS500G3B0A",Unknown,127.26,4.2,272,2026-01-15
SSD,Silicon Power E55 512GB TLC SATA III 6Gb/s 2.5-inch Internal Solid State Drive SSD,Unknown,97.79,4.4,189,2026-01-15
SSD,"Patriot P410 SSD M.2 2280 2TB Gen 4 PCI-Express 4.0 x4 P410P2TBM28H 5,000MB/s",Unknown,234.99,,,2026-01-15
SSD,Kingston KC600 256GB MSATA Internal Solid State Drive SKC600MS/256G,Unknown,86.50,5.0,8,2026-01-15
SSD,"Crucial T705 2TB PCIe Gen5 NVMe M.2 SSD with Heatsink  - Up to 14,500 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT2000T705SSD5",Unknown,355.86,4.4,41,2026-01-15
SSD,"Kingston Kc600 512 Gb Solid State Drive - 2.5"" Internal - Sata (Sata/600)",Unknown,98.23,4.5,11,2026-01-15
SSD,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560 MB/s  - CT1000MX500SSD1",Unknown,199.99,4.6,"1,237",2026-01-15
SSD,Team Group T-FORCE G70 PRO (Aluminum) M.2 2280 2TB PCIe 4.0 x4 with NVMe 1.4 TLC Internal Solid State Drive (SSD) TM8FFH002T0C128,Unknown,199.99,4.7,9,2026-01-15
SSD,KINGSTON SKC600/256G 256G SSD KC600 SATA3 2.5,Unknown,67.13,4.5,11,2026-01-15
SSD,WD_BLACK M.2 2280 8TB PCI-Express 5.0 x4 Internal Solid State Drive (SSD) WDS800T1X0M-00CMT0,Unknown,"2,169.99",4.8,29,2026-01-15
SSD,WD Blue 500GB SA510 M.2 Internal Solid State Drive SSD - WDS500G3B0B,Unknown,127.63,4.2,272,2026-01-15
SSD,Silicon Power E55 1TB TLC SATA III 6Gb/s 2.5-inch Internal Solid State Drive SSD,Unknown,145.79,4.4,189,2026-01-15
SSD,Crucial T710 M.2 2280 1TB PCI-Express 5.0 x4 TLC NAND² Internal Solid State Drive (SSD) CT1000T710SSD8,Unknown,169.99,,,2026-01-15
SSD,"PNY CS1030 M.2 2280 1TB PCI-Express 3.0 x4, NVMe 1.3 3D NAND Internal Solid State Drive (SSD) M280CS1030-1TB-RB",Unknown,139.99,4.7,81,2026-01-15
SSD,Crucial T710 M.2 2280 2TB PCI-Express 5.0 x4 TLC NAND² Internal Solid State Drive (SSD) CT2000T710SSD5,Unknown,338.99,,,2026-01-15
SSD,TEAMGROUP MS30 512GB with SLC Cache 3D NAND TLC M.2 2280 SATA III 6Gb/s Internal Solid State Drive SSD (Read/Write Speed up to 530/430 MB/s) Compatible with Laptop & PC Desktop TM8PS7512G0C101,Unknown,90.99,4.0,564,2026-01-15
SSD,"GIGABYTE AORUS Gen4 7300 SSD 2TB (w/o heat spreader) PCIe 4.0 NVMe M.2 Internal Solid State Drive with Read Speed Up to 7300MB/s, Write Speed Up to 6850MB/s, AG4732TB N",Unknown,239.99,,,2026-01-15
SSD,Crucial P310 M.2 2280 1TB PCI-Express 4.0 x4 3D NAND Internal Solid State Drive (SSD) CT1000P310SSD5,Unknown,189.00,4.6,60,2026-01-15
SSD,Silicon Power E55 2TB TLC SATA III 6Gb/s 2.5-inch Internal Solid State Drive SSD,Unknown,339.79,4.4,189,2026-01-15
SSD,"SAMSUNG 860 EVO Series 2.5"" 500GB SATA III V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-76E500B/AM",Unknown,149.99,4.7,"2,510",2026-01-15
SSD,Western Digital WD_Blue SN580 M.2 2280 1TB PCI-Express 4.0 x4 TLC Internal Solid State Drive (SSD) WDS100T3B0E,Unknown,272.74,4.6,75,2026-01-15
SSD,"SAMSUNG SSD 9100 PRO 2TB, PCIe 5.0x4 M.2 2280, Seq. Read Speeds Up to 14,700MB/s, MZ-VAP2T0BW AI Computing, Gaming, and Heavy Duty Workstations MZ-VAP2T0",Unknown,318.40,,,2026-01-15
SSD,Crucial P5 Plus M.2 2280 2TB with Heatsink PCI-Express 4.0 x4 NVMe 3D NAND Internal Solid State Drive (SSD) CT2000P5PSSD5,Unknown,225.00,4.8,122,2026-01-15
SSD,"SanDisk Ultra 2.5"" 4TB SATA III 3D NAND Internal Solid State Drive (SSD) SDSSDH3-4T00-G26",Unknown,698.99,5.0,6,2026-01-15
SSD,"Kingston 2.5"" 2TB SATA III 3D TLC Internal Solid State Drive (SSD) SKC600/2048G",Unknown,283.78,,,2026-01-15
SSD,"GIGASTONE M.2 SSD 500GB PCIe 3.0 NVMe SSD Internal Gaming Solid State Hard Drives Upgrade PC Laptop Storage High Speed Response for Gamers Graphic Design Creators IT Pros PCIe Gen3x4 up to 3,000MB/s",Unknown,95.99,5.0,1,2026-01-15
SSD,Team Group T-FORCE GE PRO M.2 2280 4TB PCIe Gen 5.0x4 with DRAM CACHE with NVMe 2.0 3D NAND Internal Solid State Drive (SSD) with AirFlow 1 TM8FG3004T0C133,Unknown,359.99,3.2,10,2026-01-15
SSD,"WD Blue 1TB SA510 2.5"" Internal Solid State Drive SSD - WDS100T3B0A",Unknown,191.08,4.2,272,2026-01-15
SSD,"GIGABYTE AORUS Gen5 14000 SSD 2TB PCIe 5.0 NVMe M.2 Internal Solid State Hard Drive with Read Speed Up to 14500MB/s, Write Speed Up to 12700MB/s, AG514K2TB",Unknown,289.99,,,2026-01-15
SSD,"Samsung 870 EVO MZ-77E500E 500 GB Solid State Drive - 2.5"" Internal - SATA (SATA/600) - Desktop PC, Notebook, Storage System Device Supported - 560 MB/s Maximum Read Transfer Rate - 256-bit Encry",Unknown,149.99,4.5,2,2026-01-15
SSD,"Crucial T705 4TB PCIe Gen5 NVMe M.2 SSD with Heatsink- Up to 14,100 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT4000T705SSD5",Unknown,628.55,4.4,41,2026-01-15
SSD,Western Digital WD_BLACK SN850P NVMe SSD for PS5 consoles M.2 2280 8TB PCI-Express 4.0 x4 Internal Solid State Drive (SSD) WDBBYV0080BNC-WRSN,Unknown,"2,259.99",4.9,10,2026-01-15
SSD,Corsair MP600 PRO NH M.2 2280 8TB PCI-Express 4.0 x4 3D TLC Internal Solid State Drive Up to 7000 MB/sec (SSD) CSSD-F8000GBMP600PNH,Unknown,923.99,4.7,36,2026-01-15
SSD,"Kingston A400 2.5"" 480GB SATA III 3D NAND Internal Solid State Drive (SSD) SA400S37/480G",Unknown,108.66,4.6,567,2026-01-15
SSD,SABRENT 8TB Rocket 4 Plus NVMe 4.0 Gen4 PCIe M.2 Internal SSD Extreme Performance Solid State Drive R/W 7100/6600MB/s (SB-RKT4P-8TB),Unknown,"1,649.99",4.3,51,2026-01-15
SSD,Crucial E100 480GB PCIe 4.0 Gen4 2280 NVMe M.2 Internal SSD CT480E100SSD8,Unknown,111.50,,,2026-01-15
SSD,"Kingston - SKC600/1024G - Kingston KC600 1 TB Solid State Drive - 2.5 Internal - SATA (SATA/600) - Desktop PC, Notebook",Unknown,246.35,4.5,11,2026-01-15
SSD,Western Digital WD Green SN350 NVMe M.2 2280 2TB PCI-Express 3.0 x4 Internal Solid State Drive (SSD) WDS200T3G0C,Unknown,203.99,4.8,114,2026-01-15
SSD,Crucial T710 M.2 2280 4TB PCI-Express 5.0 x4 TLC NAND² Internal Solid State Drive (SSD) CT4000T710SSD8,Unknown,635.00,,,2026-01-15
SSD,"SAMSUNG 870 QVO SATA III SSD 8TB 2.5"" Internal Solid State Drive, Upgrade Desktop PC or Laptop Memory and Storage for IT Pros, Creators, Everyday Users, MZ-77Q8T0BW",Unknown,"1,289.89",5.0,1,2026-01-15
SSD,"Gigastone Game Pro 512GB SSD SATA III 6Gb/s. 3D NAND 2.5"" Internal Solid State Drive, Read up to 540MB/s. Compatible with PS4, PC, Desktop and Laptop, 2.5 inch 7mm (0.28)",Unknown,85.99,5.0,2,2026-01-15
SSD,Seagate FireCuda 540 GEN5 NVME SSD M.2 2280 1TB PCI-Express 5.0 x4 3D TLC Internal Solid State Drive (SSD) ZP1000GM3A004,Unknown,162.99,4.0,2,2026-01-15
SSD,"Crucial BX500 240GB 3D NAND SATA 2.5-Inch Internal SSD, up to 540 MB/s - CT240BX500SSD1",Unknown,91.90,4.6,750,2026-01-15
SSD,WD Blue 1TB SA510 M.2 Internal Solid State Drive SSD - WDS100T3B0B,Unknown,217.51,4.2,272,2026-01-15
SSD,"Western Digital 1TB WD Blue SN5000 NVMe SSD, PCIe Gen 4.0, up to 5,150 MB/s Read Speeds Internal Solid State Drive (SSD) WDS100T4B0E",Unknown,233.59,4.6,75,2026-01-15
SSD,ORICO 2TB NVMe M.2 SSD Speed up to 5200Mb/s Internal Solid State Drive PCIe 4.0 SSD Graphene Cooling Design M.2 2280 for PC Laptop Desktop-e5000,Unknown,259.99,4.7,19,2026-01-15
SSD,Team Group NV5000 M.2 2280 1TB PCIe 4.0 x4 with NVMe Internal Solid State Drive (SSD) TM8FGM001T0C101,Unknown,145.99,5.0,1,2026-01-15
SSD,Team Group NV5000 M.2 2280 2TB PCIe 4.0 x4 with NVMe Internal Solid State Drive (SSD) TM8FGM002T0C101,Unknown,232.99,5.0,1,2026-01-15
SSD,"ORICO i2500 128GB M.2 NVMe SSD, PCIe Gen3x4 M2 2280 SSD, Up to 1700MB/s Read & 1100MB/s Write, 3D NAND Flash Internal Solid State Drive with SLC Cache, Compatible with Laptops PC Desktops 128GB",Unknown,29.99,,,2026-01-15
SSD,ORICO OG7000 7400MB/S NVMe PCle4.0 SSD 8-Channel Graphene Cooled Pro Creator & PS5 Upgrade Wide Compatibility 1TB,Unknown,149.99,5.0,1 from oricotechs.com,2026-01-15
SSD,Crucial T500 M.2 2280 4TB PCIe 4.0 NVMe 3D NAND TLC Internal Solid State Drive (SSD) CT4000T500SSD5,Unknown,460.99,4.8,51,2026-01-15
SSD,Kingston FURY Renegade G5 M.2 2280 2TB PCI-Express 5.0 x4 3D NAND Internal Solid State Drive (SSD) SFYR2S/2T0 (GEN 5 SSD),Unknown,399.99,5.0,1,2026-01-15
SSD,"PNY CS900 2.5"" 1TB SATA III 3D NAND Internal Solid State Drive (SSD) SSD7CS900-1TB-RB",Unknown,149.99,4.2,166,2026-01-15
SSD,"GIGASTONE M.2 SSD 500GB PCIe 4.0 NVMe SSD Internal Gaming Solid State Hard Drive Upgrade PC Laptop PS5 Storage Turbo Speed Response for Gamers 3D Rendering 4K 8K Video Editing Creators up to 5,000MB/s",Unknown,109.99,,,2026-01-15
